Student_ID,Semester,Previous_Exam_Marks,Internal_Test_Marks,Assignment_Score,Quiz_Score,Attendance_Percentage,Class_Participation,Average,Improvement,Predicted_Category,Next_Year_Category
S0824,4,40.2,26.6,49.9,25.8,36.9,30.5,34.98,-13.6,Slow Learner,Slow Learner
S0824,5,52.8,43.5,46.1,42.6,40.3,24.1,41.57,-9.3,Slow Learner,Slow Learner
S0824,6,19.7,43.7,41.7,23.4,29.9,43.4,33.63,24,Slow Learner,Average Learner
S0825,1,54.5,54,69.2,67.4,51.8,51.4,58.05,-0.5,Average Learner,Average Learner
S0825,2,51,59.9,70,60.1,63.9,52.6,59.58,8.9,Average Learner,Fast Learner
S0825,3,48.9,48.8,50.1,56.9,55.6,49.5,51.63,-0.1,Average Learner,Average Learner
S0825,4,62.6,69.7,67.1,69.9,59.7,62.9,65.32,7.1,Average Learner,Average Learner
S0825,5,60.3,71.8,51.3,70.1,69.4,62.9,64.3,11.5,Average Learner,Fast Learner
S0825,6,51.1,64.9,56,55.2,60.5,67.7,59.23,13.8,Average Learner,Fast Learner
S0826,1,90.3,98.4,90.2,83.7,81.2,74.3,86.35,8.1,Fast Learner,Fast Learner
S0826,2,66,53.8,51,65,67.7,58.8,60.38,-12.2,Average Learner,Average Learner
S0826,3,51.9,50,57.6,65.2,71.1,46.1,56.98,-1.9,Average Learner,Average Learner
S0826,4,56.2,57.1,60.8,59.1,56.1,54.2,57.25,0.9,Average Learner,Average Learner
S0826,5,60.2,47.8,49.9,59.1,71.2,69.2,59.57,-12.4,Average Learner,Average Learner
S0826,6,69,58.8,69.1,51.8,66.3,59.6,62.43,-10.2,Average Learner,Average Learner
S0827,1,41.6,49.1,47.4,38.1,48.7,23.5,41.4,7.5,Slow Learner,Average Learner
S0827,2,53.2,50.8,43.8,23.6,22.6,50.2,40.7,-2.4,Slow Learner,Slow Learner
S0827,3,52.5,25.2,25.9,33,45.1,23.5,34.2,-27.3,Slow Learner,Slow Learner
S0827,4,35.1,34.9,36.4,26.8,49.8,41.2,37.37,-0.2,Slow Learner,Slow Learner
S0827,5,31.5,31,38.1,29.2,48.9,44.8,37.25,-0.5,Slow Learner,Slow Learner
S0827,6,28.9,30.4,38.9,48.8,36.7,40.9,37.43,1.5,Slow Learner,Slow Learner
S0828,1,46.6,52,36.2,42.6,46,34.2,42.93,5.4,Slow Learner,Average Learner
S0828,2,56.1,51.6,64.1,51.7,50.2,70.9,57.43,-4.5,Average Learner,Average Learner
S0828,3,54.5,69.3,69.2,66.2,69.1,63.8,65.35,14.8,Average Learner,Fast Learner
S0828,4,85.9,71.1,95.1,94.1,79.4,92.1,86.28,-14.8,Fast Learner,Fast Learner
S0828,5,75.5,76.6,88.4,90.2,73.3,92.4,82.73,1.1,Fast Learner,Fast Learner
S0828,6,70.4,90.8,84.4,84.4,74.1,90.6,82.45,20.4,Fast Learner,Fast Learner
S0829,1,99.1,97.3,99.1,96.6,73.4,83.1,91.43,-1.8,Fast Learner,Fast Learner
S0829,2,86.2,86.1,97.8,100,79.7,85.7,89.25,-0.1,Fast Learner,Fast Learner
S0829,3,94.9,91.5,89.6,98.2,78.9,84.9,89.67,-3.4,Fast Learner,Fast Learner
S0829,4,87.2,99,74.3,75.2,73.6,93.8,83.85,11.8,Fast Learner,Fast Learner
S0829,5,76.8,82.7,75,83.5,97.6,70,80.93,5.9,Fast Learner,Fast Learner
S0829,6,52,59.8,52.3,66.6,57.1,53.2,56.83,7.8,Average Learner,Average Learner
S0830,1,54.6,70.6,53.1,57,54.8,70.3,60.07,16,Average Learner,Fast Learner
S0830,2,28.5,37.1,45.5,27.7,35.1,22.1,32.67,8.6,Slow Learner,Average Learner
S0830,3,62.3,60.6,47.3,61.9,65.8,57.9,59.3,-1.7,Average Learner,Average Learner
S0830,4,56.8,58.5,47.4,63.2,67.7,67.9,60.25,1.7,Average Learner,Average Learner
S0830,5,49,56,66.5,70.9,50.8,65.9,59.85,7,Average Learner,Average Learner
S0830,6,26.4,31.1,23.5,25.8,48.4,20.9,29.35,4.7,Slow Learner,Slow Learner
S0831,1,31.5,25.8,49.8,36.9,50.8,31.2,37.67,-5.7,Slow Learner,Slow Learner
S0831,2,26.5,46.9,19.9,42.4,32.2,37.5,34.23,20.4,Slow Learner,Average Learner
S0831,3,50.9,52.1,29,47.7,48.8,26.4,42.48,1.2,Slow Learner,Slow Learner
S0831,4,47.9,23.2,47.2,29.6,34.7,37.5,36.68,-24.7,Slow Learner,Slow Learner
S0831,5,25.8,30.7,30.1,21.7,19.6,33.1,26.83,4.9,Slow Learner,Slow Learner
S0831,6,49,23.4,41,31.9,22.3,31,33.1,-25.6,Slow Learner,Slow Learner
S0832,1,79.6,94.6,99.9,75.4,92.9,88.2,88.43,15,Fast Learner,Fast Learner
S0832,2,77.7,75.3,85.7,86.8,99.5,89.1,85.68,-2.4,Fast Learner,Fast Learner
S0832,3,58.8,50.3,49.7,64.3,54.4,58.7,56.03,-8.5,Average Learner,Average Learner
S0832,4,57.6,51.7,53.5,69.1,60.9,54.7,57.92,-5.9,Average Learner,Average Learner
S0832,5,65.1,55.2,57.3,69.9,63.8,53.5,60.8,-9.9,Average Learner,Average Learner
S0832,6,52,56.9,47.8,66,64.1,58.3,57.52,4.9,Average Learner,Average Learner
S0833,1,49.1,54.7,59.8,50.4,64.3,55.7,55.67,5.6,Average Learner,Average Learner
S0833,2,62.1,56.7,55.6,54.6,65.8,67.2,60.33,-5.4,Average Learner,Average Learner
S0833,3,56.8,49,65.8,51.2,53.4,56.3,55.42,-7.8,Average Learner,Average Learner
S0833,4,60.4,66.9,56.7,62,47.7,52.4,57.68,6.5,Average Learner,Average Learner
S0833,5,57.4,65.5,68.2,51.1,62.7,66.7,61.93,8.1,Average Learner,Fast Learner
S0833,6,52.8,64.3,72.8,53,66.1,54.8,60.63,11.5,Average Learner,Fast Learner
S0834,1,80,81.4,82.9,99.7,70.1,82.8,82.82,1.4,Fast Learner,Fast Learner
S0834,2,92.5,71.1,93.6,93.6,98.5,72.9,87.03,-21.4,Fast Learner,Fast Learner
S0834,3,73.2,89.6,88.2,78.2,100,68,82.87,16.4,Fast Learner,Fast Learner
S0834,4,53.6,51.2,57.3,71.8,47,61.4,57.05,-2.4,Average Learner,Average Learner
S0834,5,69.2,52.1,56.3,52.5,57.9,67.7,59.28,-17.1,Average Learner,Average Learner
S0834,6,54.2,59,70.7,52.8,72.4,50.8,59.98,4.8,Average Learner,Average Learner
S0835,1,58.9,70.6,56.5,62,68.4,71,64.57,11.7,Average Learner,Fast Learner
S0835,2,69.3,59.9,64.8,48.8,60.1,49.5,58.73,-9.4,Average Learner,Average Learner
S0835,3,67.2,57.3,60,60.1,67.8,55.6,61.33,-9.9,Average Learner,Average Learner
S0835,4,94.7,79.8,78.9,94.8,74,99.9,87.02,-14.9,Fast Learner,Fast Learner
S0835,5,71.4,64.7,63.7,62.6,59.3,69.2,65.15,-6.7,Average Learner,Average Learner
S0835,6,67.5,46.4,53.2,71,71.5,50.3,59.98,-21.1,Average Learner,Average Learner
S0836,1,53.7,66.1,66.8,68.5,70.9,65.9,65.32,12.4,Average Learner,Fast Learner
S0836,2,47.6,63.6,51.5,56.1,49,72.9,56.78,16,Average Learner,Fast Learner
S0836,3,69,61.3,51.6,68.4,58.9,63.6,62.13,-7.7,Average Learner,Average Learner
S0836,4,58.2,61,52.8,54.9,61.7,54.8,57.23,2.8,Average Learner,Average Learner
S0836,5,31.8,51.3,30.9,48.7,39.9,30.3,38.82,19.5,Slow Learner,Average Learner
S0836,6,52,20.4,24.4,40.6,40.5,23,33.48,-31.6,Slow Learner,Slow Learner
S0837,1,72.3,74.7,96.9,78.3,94.5,75.1,81.97,2.4,Fast Learner,Fast Learner
S0837,2,77.4,94.4,91.3,80.8,88.6,90.8,87.22,17,Fast Learner,Fast Learner
S0837,3,77.8,85.6,92.6,79.7,82.4,96.4,85.75,7.8,Fast Learner,Fast Learner
S0837,4,77.9,79.7,96.3,78.3,81.5,98.1,85.3,1.8,Fast Learner,Fast Learner
S0837,5,97.6,86.9,78.8,88.2,97.1,74.7,87.22,-10.7,Fast Learner,Fast Learner
S0837,6,78,80.4,89.7,93.3,79.7,94.9,86,2.4,Fast Learner,Fast Learner
S0838,1,71.3,65.2,67,53.9,54.2,61.7,62.22,-6.1,Average Learner,Average Learner
S0838,2,52.3,27.8,28.3,40.3,40.5,34.2,37.23,-24.5,Slow Learner,Slow Learner
S0838,3,37.2,20.6,41,36.4,25.5,22.5,30.53,-16.6,Slow Learner,Slow Learner
S0838,4,44.1,24.3,37.3,35.7,42.9,38.9,37.2,-19.8,Slow Learner,Slow Learner
S0838,5,25.1,42.9,40.1,27.8,53.1,42.9,38.65,17.8,Slow Learner,Average Learner
S0838,6,47.3,37,29.6,50.7,18.9,27.4,35.15,-10.3,Slow Learner,Slow Learner
S0839,1,77.1,86.2,79,95.5,98.9,74.2,85.15,9.1,Fast Learner,Fast Learner
S0839,2,96.7,95,81.8,74.6,83.7,92.5,87.38,-1.7,Fast Learner,Fast Learner
S0839,3,87.7,95.3,76.7,85.6,96.1,89.3,88.45,7.6,Fast Learner,Fast Learner
S0839,4,73.3,98.3,96.3,75.2,75,83.7,83.63,25,Fast Learner,Fast Learner
S0839,5,73.4,91.1,92,70.1,87.1,96.9,85.1,17.7,Fast Learner,Fast Learner
S0839,6,80.9,95.9,97,99.3,85.8,91.7,91.77,15,Fast Learner,Fast Learner
S0840,1,61.7,60.5,54.3,48.7,51.6,71.2,58,-1.2,Average Learner,Average Learner
S0840,2,19.8,27.2,23.2,31.9,33.2,53.4,31.45,7.4,Slow Learner,Average Learner
S0840,3,22.4,32.1,36.8,36.9,42.1,46.3,36.1,9.7,Slow Learner,Average Learner
S0840,4,63.9,48.3,72.3,69.7,68.3,52.4,62.48,-15.6,Average Learner,Average Learner
S0840,5,64.8,65.3,65.7,59.2,56.9,49.6,60.25,0.5,Average Learner,Average Learner
S0840,6,63.8,56.9,56.1,57.1,58.2,66.9,59.83,-6.9,Average Learner,Average Learner
S0841,1,59.1,71.5,61.7,50.8,58.4,61.5,60.5,12.4,Average Learner,Fast Learner
S0841,2,58.3,70.8,67.7,58.9,54.1,56.9,61.12,12.5,Average Learner,Fast Learner
S0841,3,52.4,50.5,54.1,68,58.7,50,55.62,-1.9,Average Learner,Average Learner
S0841,4,62.7,52.6,67,63.8,60.1,63.3,61.58,-10.1,Average Learner,Average Learner
S0841,5,98.2,88.7,76.2,73.5,71.1,99.1,84.47,-9.5,Fast Learner,Fast Learner
S0841,6,72.8,80.2,74.8,79.6,93.6,78.9,79.98,7.4,Fast Learner,Fast Learner
S0842,1,60.1,50.5,69.9,58.6,69,65,62.18,-9.6,Average Learner,Average Learner
S0842,2,30.6,29.4,35.6,23.1,50.6,41.9,35.2,-1.2,Slow Learner,Slow Learner
S0842,3,43.5,28.6,39.2,40.4,33.8,48.2,38.95,-14.9,Slow Learner,Slow Learner
S0842,4,32.6,31.1,41.4,22.6,40.8,18.3,31.13,-1.5,Slow Learner,Slow Learner
S0842,5,57.7,64.8,51.1,66.8,56.9,54.4,58.62,7.1,Average Learner,Average Learner
S0842,6,57.4,70.6,69.4,53.1,52.5,50.1,58.85,13.2,Average Learner,Fast Learner
S0843,1,49.3,41.1,38.7,30,50.9,25.4,39.23,-8.2,Slow Learner,Slow Learner
S0843,2,35.1,25.8,35.1,23.1,50.6,28.8,33.08,-9.3,Slow Learner,Slow Learner
S0843,3,37.6,31.3,50,44.9,47,32,40.47,-6.3,Slow Learner,Slow Learner
S0843,4,20.8,45.5,21.7,34.5,38.1,50.8,35.23,24.7,Slow Learner,Average Learner
S0843,5,51.1,59,53,63.2,71.1,63.1,60.08,7.9,Average Learner,Average Learner
S0843,6,61.2,65.8,53.5,62.1,54,53.6,58.37,4.6,Average Learner,Average Learner
S0844,1,61.2,57.7,48.8,54.8,70.9,48.5,56.98,-3.5,Average Learner,Average Learner
S0844,2,67.5,64.5,57.9,62.3,67.4,73.7,65.55,-3,Average Learner,Average Learner
S0844,3,49.7,65,59.7,54.2,69.6,58.6,59.47,15.3,Average Learner,Fast Learner
S0844,4,53.1,52.1,69.6,68.7,66,64.5,62.33,-1,Average Learner,Average Learner
S0844,5,52.4,52.6,52.4,61.3,55.3,66.9,56.82,0.2,Average Learner,Average Learner
S0844,6,66.4,58,66.5,68.3,63.6,68.4,65.2,-8.4,Average Learner,Average Learner
S0845,1,67.2,71,67.4,58.3,48.1,48.9,60.15,3.8,Average Learner,Average Learner
S0845,2,63,66.9,63.3,72,59.2,60.5,64.15,3.9,Average Learner,Average Learner
S0845,3,49.5,61.9,55.7,58.7,61.6,62.1,58.25,12.4,Average Learner,Fast Learner
S0845,4,90,95.2,92.4,80.5,87.6,84.9,88.43,5.2,Fast Learner,Fast Learner
S0845,5,53.9,66.3,64.9,56.3,56.3,64.5,60.37,12.4,Average Learner,Fast Learner
S0845,6,68.3,51.5,51.8,57.1,58.9,57.4,57.5,-16.8,Average Learner,Average Learner
S0846,1,52.3,69.5,68.4,66.4,67.4,71,65.83,17.2,Average Learner,Fast Learner
S0846,2,73.3,69.1,58.2,66.9,68,51.2,64.45,-4.2,Average Learner,Average Learner
S0846,3,66.8,68,66.2,67,71.6,64.2,67.3,1.2,Average Learner,Average Learner
S0846,4,44.9,44.3,37,46.7,24.5,18.8,36.03,-0.6,Slow Learner,Slow Learner
S0846,5,50.9,71.6,49.3,65.9,70.8,71.7,63.37,20.7,Average Learner,Fast Learner
S0846,6,28,45.1,28.7,42.4,26.2,26.2,32.77,17.1,Slow Learner,Average Learner
S0847,1,97.8,72.6,87.9,87.3,71,74.7,81.88,-25.2,Fast Learner,Fast Learner
S0847,2,85.6,79.3,92.4,79.6,92.1,94.8,87.3,-6.3,Fast Learner,Fast Learner
S0847,3,80.3,87,75.2,94.5,100,93.1,88.35,6.7,Fast Learner,Fast Learner
S0847,4,100,90.5,78.7,71.9,93.2,85.7,86.67,-9.5,Fast Learner,Fast Learner
S0847,5,71.2,80,91.8,91.4,95.6,92.8,87.13,8.8,Fast Learner,Fast Learner
S0847,6,81.8,73.3,93.7,80.7,100,97,87.75,-8.5,Fast Learner,Fast Learner
S0848,1,35.5,51.2,50.8,33.6,34.1,32.3,39.58,15.7,Slow Learner,Average Learner
S0848,2,51.8,51.9,63.4,49.6,65.5,53.1,55.88,0.1,Average Learner,Average Learner
S0848,3,68.4,63.7,63.9,64,56.9,52.3,61.53,-4.7,Average Learner,Average Learner
S0848,4,61.7,66.8,69.8,56.7,62.4,60.2,62.93,5.1,Average Learner,Average Learner
S0848,5,68.7,53.8,69.7,53.1,62.2,68.6,62.68,-14.9,Average Learner,Average Learner
S0848,6,67,66.4,57.6,68.9,56,54.3,61.7,-0.6,Average Learner,Average Learner
S0849,1,57.6,49.7,66.6,52,49,62.2,56.18,-7.9,Average Learner,Average Learner
S0849,2,67.2,49.2,53.8,53.2,63.2,71.5,59.68,-18,Average Learner,Average Learner
S0849,3,76.9,86.6,77.9,96.7,73.9,98.6,85.1,9.7,Fast Learner,Fast Learner
S0849,4,95.5,86.9,71.1,79,87.3,72.3,82.02,-8.6,Fast Learner,Fast Learner
S0849,5,91.8,92.7,88.6,94.1,89.4,83.6,90.03,0.9,Fast Learner,Fast Learner
S0849,6,82.1,89.2,72.1,74.4,76.4,96.3,81.75,7.1,Fast Learner,Fast Learner
S0850,1,84.4,91.2,88.5,87,98.7,95.1,90.82,6.8,Fast Learner,Fast Learner
S0850,2,85.8,93.8,93.3,77.2,88.3,73.5,85.32,8,Fast Learner,Fast Learner
S0850,3,82.2,94,94.6,71,92.3,75.3,84.9,11.8,Fast Learner,Fast Learner
S0850,4,77,89.1,75.2,71.6,72.1,85.4,78.4,12.1,Fast Learner,Fast Learner
S0850,5,92.3,98.3,86.9,97.2,95.1,97,94.47,6,Fast Learner,Fast Learner
S0850,6,99.1,82.8,89.8,86.9,72.8,74.8,84.37,-16.3,Fast Learner,Fast Learner
S0851,1,67.7,56,63.3,66,61.8,62.4,62.87,-11.7,Average Learner,Average Learner
S0851,2,68,55.7,56.4,64.9,52.4,70.2,61.27,-12.3,Average Learner,Average Learner
S0851,3,56.4,53,59.7,58.9,56.5,50.3,55.8,-3.4,Average Learner,Average Learner
S0851,4,71.3,56.4,64.6,69.8,58.6,54.6,62.55,-14.9,Average Learner,Average Learner
S0851,5,63.6,61.4,62.7,55.4,62.4,55.3,60.13,-2.2,Average Learner,Average Learner
S0851,6,69.8,71,58.6,59.4,67.9,57.3,64,1.2,Average Learner,Average Learner
S0852,1,70.1,54.5,62.4,61.5,57.5,48.8,59.13,-15.6,Average Learner,Average Learner
S0852,2,60.7,56.6,57.9,50.6,55.2,59.8,56.8,-4.1,Average Learner,Average Learner
S0852,3,70.2,55.7,55.4,68.8,71.2,54.6,62.65,-14.5,Average Learner,Average Learner
S0852,4,70.8,67.9,49.1,65.3,53,63.1,61.53,-2.9,Average Learner,Average Learner
S0852,5,29.5,43.7,36.7,30.6,23.6,34.4,33.08,14.2,Slow Learner,Average Learner
S0852,6,29.4,50.3,29,35.5,49.1,37.7,38.5,20.9,Slow Learner,Average Learner
S0853,1,52.6,52,63.7,65.1,69.6,53.7,59.45,-0.6,Average Learner,Average Learner
S0853,2,72,56.7,59.6,57,70.2,54.7,61.7,-15.3,Average Learner,Average Learner
S0853,3,59.9,58.1,69,66.8,62.1,66.7,63.77,-1.8,Average Learner,Average Learner
S0853,4,57,62.1,64,48.9,46,49.1,54.52,5.1,Average Learner,Average Learner
S0853,5,65.1,58.7,48,56.9,52,64.1,57.47,-6.4,Average Learner,Average Learner
S0853,6,65.2,60,72.3,69.7,66.9,60.7,65.8,-5.2,Average Learner,Average Learner
S0854,1,97.7,91.6,82.9,88.5,75.1,81.6,86.23,-6.1,Fast Learner,Fast Learner
S0854,2,89.1,85.5,91,72,72.9,74,80.75,-3.6,Fast Learner,Fast Learner
S0854,3,84.6,91.3,93.4,72,92.7,68.1,83.68,6.7,Fast Learner,Fast Learner
S0854,4,66.6,66.8,67.3,51.2,70.6,68,65.08,0.2,Average Learner,Average Learner
S0854,5,66,59.6,58.2,72.7,60.3,64.7,63.58,-6.4,Average Learner,Average Learner
S0854,6,82.1,87.6,83.3,77.9,84.7,93.6,84.87,5.5,Fast Learner,Fast Learner
S0855,1,97.3,76.8,84.2,76.7,82.6,71.7,81.55,-20.5,Fast Learner,Fast Learner
S0855,2,73.1,61.7,60,72.4,56.3,64.6,64.68,-11.4,Average Learner,Average Learner
S0855,3,37.5,27.2,47.6,44.2,47.6,19.8,37.32,-10.3,Slow Learner,Slow Learner
S0855,4,24.7,39.6,40.6,36.7,31,20.8,32.23,14.9,Slow Learner,Average Learner
S0855,5,33.9,48.3,35.7,45.2,19.7,38.1,36.82,14.4,Slow Learner,Average Learner
S0855,6,22,23,50,30.5,29.2,22.2,29.48,1,Slow Learner,Slow Learner
S0856,1,46.1,47.4,38.9,23.8,33,40.3,38.25,1.3,Slow Learner,Slow Learner
S0856,2,18.3,49.8,44.1,27.1,35.5,24.9,33.28,31.5,Slow Learner,Average Learner
S0856,3,34.9,26.7,48.8,26.3,30.8,38.2,34.28,-8.2,Slow Learner,Slow Learner
S0856,4,31.6,39.7,37.8,36.9,21.7,41.3,34.83,8.1,Slow Learner,Average Learner
S0856,5,58.1,69.3,52.3,47.3,48.2,71.4,57.77,11.2,Average Learner,Fast Learner
S0856,6,68,69.5,50.5,66.8,57.2,72.2,64.03,1.5,Average Learner,Average Learner
S0857,1,38.5,44,49.8,38.1,36.4,20.1,37.82,5.5,Slow Learner,Average Learner
S0857,2,46.5,43.9,39.9,20.8,49.6,33,38.95,-2.6,Slow Learner,Slow Learner
S0857,3,49.6,50,48.5,60.6,60.3,61,55,0.4,Average Learner,Average Learner
S0857,4,46.3,48.8,24.3,44.9,40,18.7,37.17,2.5,Slow Learner,Slow Learner
S0857,5,67.5,69.9,55.8,60.2,51.2,51.2,59.3,2.4,Average Learner,Average Learner
S0857,6,47,53.3,41.2,41.6,22.3,44.2,41.6,6.3,Slow Learner,Average Learner
S0858,1,98.8,75.1,82.6,88.2,90.2,86.9,86.97,-23.7,Fast Learner,Fast Learner
S0858,2,82.5,77.7,70.3,83.7,89.9,71.8,79.32,-4.8,Fast Learner,Fast Learner
S0858,3,92.7,82.9,93.6,97.7,82.6,97.4,91.15,-9.8,Fast Learner,Fast Learner
S0858,4,85.8,71.7,79.2,79,90.3,85.7,81.95,-14.1,Fast Learner,Fast Learner
S0858,5,74.2,78.7,87.7,89.6,91.6,75.4,82.87,4.5,Fast Learner,Fast Learner
S0858,6,83.4,75.9,91.3,98,84.7,100,88.88,-7.5,Fast Learner,Fast Learner
S0859,1,93.4,91.8,88.3,71.4,89.9,80.3,85.85,-1.6,Fast Learner,Fast Learner
S0859,2,95.9,100,92.3,77.2,81.6,76,87.17,4.1,Fast Learner,Fast Learner
S0859,3,88.5,79.8,68.5,82.4,90.7,90.4,83.38,-8.7,Fast Learner,Fast Learner
S0859,4,54.2,67.4,59.8,58.3,72,56.8,61.42,13.2,Average Learner,Fast Learner
S0859,5,50.8,53.6,67.3,51.9,64.2,47.6,55.9,2.8,Average Learner,Average Learner
S0859,6,51.4,48.7,49.5,54.1,51,56.1,51.8,-2.7,Average Learner,Average Learner
S0860,1,41.7,27.5,51.6,51.2,29.1,42.8,40.65,-14.2,Slow Learner,Slow Learner
S0860,2,42.1,39.8,46.9,30.8,50.4,45.6,42.6,-2.3,Slow Learner,Slow Learner
S0860,3,45.4,34.4,43.3,25.8,40.9,42.7,38.75,-11,Slow Learner,Slow Learner
S0860,4,32.4,46.2,39.2,34.4,43.8,36.2,38.7,13.8,Slow Learner,Average Learner
S0860,5,42.8,39.3,29,30.3,21.3,32.1,32.47,-3.5,Slow Learner,Slow Learner
S0860,6,49.9,21.6,49.6,20.5,39.4,21.9,33.82,-28.3,Slow Learner,Slow Learner
S0861,1,71.8,67.4,68.3,71.3,49,52.1,63.32,-4.4,Average Learner,Average Learner
S0861,2,61,72.9,60.4,61.3,67.2,69.5,65.38,11.9,Average Learner,Fast Learner
S0861,3,67.1,57.7,63.1,56.9,71.3,63,63.18,-9.4,Average Learner,Average Learner
S0861,4,41.2,33,25.7,50.7,31,33.7,35.88,-8.2,Slow Learner,Slow Learner
S0861,5,22.5,46.9,46.9,39.2,35.1,50.6,40.2,24.4,Slow Learner,Average Learner
S0861,6,23.9,27.2,46,48.3,43.6,39.2,38.03,3.3,Slow Learner,Slow Learner
S0862,1,73.2,97.1,96.9,89.1,85.4,89.4,88.52,23.9,Fast Learner,Fast Learner
S0862,2,90,100,73.1,78.9,84,76.7,83.78,10,Fast Learner,Fast Learner
S0862,3,60.3,69.8,70,57.4,59.5,68.1,64.18,9.5,Average Learner,Fast Learner
S0862,4,42.9,33.1,37.1,39.7,28.9,22.6,34.05,-9.8,Slow Learner,Slow Learner
S0862,5,22.3,19.2,31.4,32,25.8,28.5,26.53,-3.1,Slow Learner,Slow Learner
S0862,6,31,26.7,28.4,24.8,26.6,32.3,28.3,-4.3,Slow Learner,Slow Learner
S0863,1,71.7,98.8,90.1,79.5,93.2,70.5,83.97,27.1,Fast Learner,Fast Learner
S0863,2,98.8,76.3,89,80.7,82.3,92.2,86.55,-22.5,Fast Learner,Fast Learner
S0863,3,93.4,82.3,72.3,74.2,82.9,97.1,83.7,-11.1,Fast Learner,Fast Learner
S0863,4,68.6,62.5,56,61.8,56.2,62.2,61.22,-6.1,Average Learner,Average Learner
S0863,5,74.4,91.5,98.1,95.2,83.7,83.1,87.67,17.1,Fast Learner,Fast Learner
S0863,6,95.1,92.5,82.1,74,79,93.4,86.02,-2.6,Fast Learner,Fast Learner
S0864,1,67.5,69.7,65.5,54.6,50.7,51.1,59.85,2.2,Average Learner,Average Learner
S0864,2,55.7,64.8,59,49.1,49.3,53.2,55.18,9.1,Average Learner,Fast Learner
S0864,3,71.6,71.5,62.3,54.8,50.7,69,63.32,-0.1,Average Learner,Average Learner
S0864,4,55.4,57.7,69.4,65.3,53.8,53.5,59.18,2.3,Average Learner,Average Learner
S0864,5,54.5,64.3,59.3,55.1,57.3,51.7,57.03,9.8,Average Learner,Fast Learner
S0864,6,37,22.6,42.7,30.3,29,26.7,31.38,-14.4,Slow Learner,Slow Learner
S0865,1,38.2,42.5,50.4,43.2,23.5,43,40.13,4.3,Slow Learner,Slow Learner
S0865,2,33.8,35.2,42.7,21.6,46.4,39.1,36.47,1.4,Slow Learner,Slow Learner
S0865,3,37.8,35.9,29.1,49.8,47.6,29.6,38.3,-1.9,Slow Learner,Slow Learner
S0865,4,59.6,66.7,51.6,71.9,66.4,67.3,63.92,7.1,Average Learner,Average Learner
S0865,5,54.4,51.8,51.9,62.5,52,71.8,57.4,-2.6,Average Learner,Average Learner
S0865,6,64.5,66.6,57.7,59.1,60.8,56.8,60.92,2.1,Average Learner,Average Learner
S0866,1,92.4,86,84.4,83.9,92.8,92.6,88.68,-6.4,Fast Learner,Fast Learner
S0866,2,75.8,87.6,93.9,85.8,95.5,94.2,88.8,11.8,Fast Learner,Fast Learner
S0866,3,98.2,77.8,82.6,80.6,93.3,77.6,85.02,-20.4,Fast Learner,Fast Learner
S0866,4,72.9,78.4,94.9,85.7,91.8,70.6,82.38,5.5,Fast Learner,Fast Learner
S0866,5,96.2,99.5,75.8,92.3,71.6,82.7,86.35,3.3,Fast Learner,Fast Learner
S0866,6,81.4,72.7,77.6,97.6,85.4,71.8,81.08,-8.7,Fast Learner,Fast Learner
S0867,1,83.2,98.9,85.1,96.6,85.2,90.1,89.85,15.7,Fast Learner,Fast Learner
S0867,2,98.6,88.6,70.8,68.9,89.1,73.1,81.52,-10,Fast Learner,Fast Learner
S0867,3,76.8,79.6,78.3,96.3,87.7,84.9,83.93,2.8,Fast Learner,Fast Learner
S0867,4,78.1,83.4,76.2,69.7,81.9,94.2,80.58,5.3,Fast Learner,Fast Learner
S0867,5,75.4,73.1,96.3,97.6,91.4,92,87.63,-2.3,Fast Learner,Fast Learner
S0867,6,76.6,84.9,72.8,88.9,74.9,73,78.52,8.3,Fast Learner,Fast Learner
S0868,1,23.8,42.5,37.1,37.7,23.4,27.8,32.05,18.7,Slow Learner,Average Learner
S0868,2,58.3,60.5,61.2,59,69.1,65.9,62.33,2.2,Average Learner,Average Learner
S0868,3,61.4,58.7,66,49.4,64.1,48.5,58.02,-2.7,Average Learner,Average Learner
S0868,4,59.8,51.3,62.6,59,55.7,51.5,56.65,-8.5,Average Learner,Average Learner
S0868,5,68.4,67.6,69.5,60.7,57.6,69.3,65.52,-0.8,Average Learner,Average Learner
S0868,6,38,41.9,41.3,40.2,27.6,46.5,39.25,3.9,Slow Learner,Slow Learner
S0869,1,71.4,79.7,71.4,98.3,75.1,82.7,79.77,8.3,Fast Learner,Fast Learner
S0869,2,83.4,85.1,73.9,70.1,78.6,77.4,78.08,1.7,Fast Learner,Fast Learner
S0869,3,96.5,72,70,86.5,81.1,100,84.35,-24.5,Fast Learner,Fast Learner
S0869,4,89.6,81,87.7,83.9,74.9,91.4,84.75,-8.6,Fast Learner,Fast Learner
S0869,5,53.7,60.9,58.4,48.8,70.1,63,59.15,7.2,Average Learner,Average Learner
S0869,6,61.9,53.8,72.2,69.3,54.1,67.6,63.15,-8.1,Average Learner,Average Learner
S0870,1,39.7,40.1,32.9,24.9,22.3,49,34.82,0.4,Slow Learner,Slow Learner
S0870,2,27.3,51.7,45,49.8,29.2,35.3,39.72,24.4,Slow Learner,Average Learner
S0870,3,45.2,22.9,40.1,44.1,32.1,30.8,35.87,-22.3,Slow Learner,Slow Learner
S0870,4,70.2,58.8,51,69.6,64.7,66.5,63.47,-11.4,Average Learner,Average Learner
